"idpersona","idmatriculacion","idcarrera","idcohorte","carrera_siglas","carrera","tipo","lf","cohorte","cohorte_anio","estado"
"2164","2115","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2157","2118","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2169","2123","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2173","2125","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2187","2144","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2189","2145","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2191","2149","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2192","2150","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2196","2152","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2195","2153","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2197","2154","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2218","2171","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2221","2173","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2225","2178","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2226","2180","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2230","2182","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2244","2191","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2248","2194","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2249","2196","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2264","2211","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2277","2223","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2286","2229","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2298","2239","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2299","2241","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2300","2242","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2303","2245","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2307","2249","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2310","2253","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2312","2257","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2317","2260","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2324","2267","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2331","2272","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2334","2276","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2349","2289","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2352","2292","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2353","2295","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2364","2303","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2379","2317","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2389","2323","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2394","2330","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2396","2331","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2397","2333","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2399","2335","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2402","2336","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2403","2339","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2410","2343","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2414","2349","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2432","2369","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2434","2371","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2438","2377","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2462","2385","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2463","2386","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2467","2392","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2479","2402","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2481","2407","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2482","2408","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2487","2412","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2494","2423","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2506","2435","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2514","2436","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2512","2437","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2510","2441","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2502","2442","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2519","2443","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2522","2445","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2525","2446","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2529","2448","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2533","2450","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2536","2454","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2527","2457","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2539","2462","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2546","2468","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2550","2471","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2572","2482","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2577","2485","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2582","2490","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2600","2501","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2605","2502","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2609","2505","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2612","2506","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2615","2507","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2631","2515","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2636","2520","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2638","2522","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2643","2527","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2644","2529","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2645","2530","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2647","2531","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2653","2536","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2655","2537","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2673","2555","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2681","2563","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"1125","2564","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2696","2576","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2292","2577","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2698","2578","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2702","2581","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2706","2587","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2708","2589","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2707","2590","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2715","2596","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2720","2600","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2722","2601","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2733","2615","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2743","2625","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2750","2630","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2756","2635","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"2761","2641","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2766","2644","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"2769","2648","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2796","2674","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2797","2675","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"566","2681","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"2816","2692","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"1930","2710","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"2928","2834","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3280","3287","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3294","3305","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3348","3380","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3363","3405","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3368","3411","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"1443","3468","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3455","3530","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3484","3564","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3485","3565","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3486","3566","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3510","3599","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3518","3609","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"3529","3624","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3528","3625","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Reprobado"
"3546","3646","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"3549","3655","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3762","3880","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3767","3885","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3768","3886","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Inactivo"
"3769","3887","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
"3591","3890","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Abandonó"
"3777","3897","4","4","GESTIONPRI","Tramo de Especialización Docente de Nivel Superior en Conducción y Gestión Educativa en la Educación Primaria","Trayecto","Formación de directores y supervisores","Septiembre 2016","2016","Aprobado"
