"idpersona","idmatriculacion","idcarrera","idcohorte","carrera_siglas","carrera","tipo","lf","cohorte","cohorte_anio","estado"
"8735","42705","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"795","42706","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"25742","42707","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"2460","42708","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"10667","42711","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34840","42713","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"11751","42715","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34870","42716","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"24793","42717","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"14886","42718","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34859","42719","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"429","42720","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7166","42721","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34865","42722","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"32046","42723","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"9436","42724","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6952","42726","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"4447","42727","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"9792","42728","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"16008","42729","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"27851","42730","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"26624","42732","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"1906","42733","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"16255","42734","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"3956","42735","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"21770","42737","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"34848","42739","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"12409","42740","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"1156","42741","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"34881","42744","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"9109","42745","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34885","42746","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"7730","42747","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"16688","42748","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"3298","42749","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"34453","42750","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"10063","42751","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"14841","42752","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"9702","42755","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"8719","42757","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"12630","42760","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"13573","42762","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"9653","42763","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"14174","42764","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"23681","42765","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"10453","42768","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"18250","42769","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"17535","42770","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"13255","42771","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"19470","42772","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"24826","42773","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"24779","42774","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"7031","42775","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2277","42776","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"8925","42779","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"5623","42783","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"13760","42784","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"17757","42785","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"5441","42787","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"9678","42789","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"5120","42790","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"24042","42791","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7257","42792","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34922","42793","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"20659","42794","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"6336","42795","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7912","42796","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7665","42797","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2838","42798","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"18908","42799","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"24502","42800","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"11771","42801","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"13422","42804","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"12020","42805","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"1676","42806","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"25760","42807","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2820","42809","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2821","42810","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"16731","42811","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"6477","42814","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6660","42815","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7419","42816","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"7536","42817","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6782","42818","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"10530","42819","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"11703","42820","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34892","42821","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"32225","42822","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"25612","42824","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"17144","42826","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"2032","42827","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"25514","42829","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"34869","42830","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"11298","42832","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"5582","42834","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"15826","42835","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"15334","42837","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7323","42838","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"34847","42840","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2782","42841","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"9723","42842","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"15975","42843","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"15056","42844","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"20261","42845","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34863","42847","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"33811","42848","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"12201","42849","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"14745","42850","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"5295","42851","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"34949","42852","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7051","42854","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"10665","42855","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"34954","42856","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"31646","42858","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"25233","42862","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34978","42864","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"800","42866","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"2416","42867","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"11881","42868","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"18932","42870","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6792","42871","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"3984","42872","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"2222","42873","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"6692","42875","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"25215","42877","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7637","42878","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7280","42879","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34977","42880","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"31504","42881","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"738","42882","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"1372","42883","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"21502","42884","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34992","42885","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"2506","42886","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"7387","42887","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"10715","42888","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"26225","42890","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"34983","42891","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"6829","42892","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"4671","42894","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"19048","42895","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"252","42896","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6708","42898","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"3000","42899","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"5534","42900","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"34962","42903","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"25380","42904","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"24761","42905","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"6295","42908","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"470","42909","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Abandonó"
"8646","42910","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"13345","42912","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Reprobado"
"34961","42913","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"13821","42914","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"28195","42918","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"229","42919","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"34935","42920","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
"1557","42921","103","178","TALLERCLASEENPANTUFLAS","Taller ""La clase en pantuflas""","Seminario","Formación de docentes en el área de medios y tecnologías","Mayo 2020","2020","Aprobado"
